Lat,Long_,Deaths,Confirmed,Case_Fatality_Ratio
49.9935,36.2304,0,0,2.243662096
45.55192576,-94.61078221,0,0,0.6816179282
18.336159,-65.998884,0,0,0.0
27.49293939,-81.80956574,138,10055,1.372315036
36.29896232,-88.71990865,178,11351,1.568005638
38.66143781,-75.39031349,0,0,1.261759095
42.47104597,-91.3664492,71,4702,1.509995746
35.04912569,-96.24921145,64,3016,2.122015915
38.24530219,-78.015604,104,8930,1.164483261
32.7536828,-89.52402044,125,7432,1.681689762
41.02094889,-84.1336111,164,9682,1.693858464
18.080374,-66.858814,0,0,0.0
46.1512,14.9955,0,0,0.5357828298
35.0167709,-97.88339847,0,0,1.575566598
43.3976147,45.6985005,0,0,2.29434091
34.48244419,-82.00490796,0,0,1.389259952
-7.7183,-42.7289,0,0,1.936156936
53.9333,-116.5765,0,0,0.8596978285
46.93579637,-98.06605978,47,3525,1.333333333
39.11240885,-79.57053576,39,2338,1.667379222
36.25669272,-77.6556109,0,0,1.116824238
32.4067041,-89.53789439,122,7664,1.591650359
34.92065823,-95.7513432,0,0,1.697944593
42.22079243,-103.0878834,26,2429,1.070399341
45.33737523,-89.73411273,157,8825,1.779036827
33.58138199,-85.07976677,0,0,1.784875528
40.76932373,-80.78094576,0,0,1.725557461
37.9014485,-103.7173385,136,5240,2.595419847
46.3816474,-109.1768522,5,168,2.976190476
36.68542395,-79.87634026,0,0,1.988709264
-5.077253,-78.050172,0,0,2.714196128
46.67459924,-115.6622393,39,2627,1.484018265
38.50782345,-81.9082131,0,0,1.024540177
60.1853296,32.3925325,0,0,1.457688392
46.11285362,-103.5203343,9,919,0.9782608696
40.54043046,-84.62912742,147,11225,1.309534487
27.614,115.7221,1,1971,0.05073566717
34.605309,132.788719,0,0,0.1531549929
26.14524221,-97.48140372,0,0,1.595448972
39.748679,140.408228,0,0,0.2681039555
35.68862401,-106.8687803,0,0,1.120751988
36.41736238,-77.39769443,94,5652,1.662833894
49.423,26.9871,0,0,1.839817161
36.84455636,-81.53344948,195,11687,1.668520578
50.053,30.7667,0,0,2.218636725
42.708678,19.37439,0,0,0.979655734
41.56650314,-100.4817851,0,0,0.0
42.49188363,-96.86782408,18,1359,1.323529412
33.79602175,-85.21005667,184,6163,2.985074627
-3.4168,-65.8561,0,0,2.307380899
54.5335781,87.342861,0,0,1.338389053
37.85508555,-94.84865997,63,5469,1.151736746
39.63684962,-85.17797541,161,8137,1.978596317
45.44787015,-84.50122149,128,5679,2.253917943
32.86698258,-85.79833053,0,0,1.771848087
32.30163422,-99.89007449,0,0,1.906125217
45.93348491,-95.45335469,132,12982,1.016714165
41.35624126,-83.137872,0,0,1.505212604
40.78681335,-74.24657979,0,0,1.322838437
38.76618159,-76.10882561,107,7045,1.518592109
3.2028,73.2207,0,0,0.1674807343
50.9739,5.342,0,0,0.0
41.33081904,-94.01554631,45,3628,1.240352811
41.70860332,-80.74830218,0,0,1.834425253
-20.904305,165.618042,0,0,0.39444263
27.34254618,-81.34071957,0,0,2.567286395
41.33559454,-93.56007641,151,14351,1.052118172
35.21413234,-93.71951016,86,5943,1.446837147
41.2878183,-110.5475782,43,6318,0.680595125
43.06601594,-89.41733797,0,0,0.3504413281
39.52786077,-79.27355126,124,6951,1.783659379
-2.7376,-62.0751,0,0,1.202214722
34.84060306,-116.1774685,0,0,1.115295104
49.8153,6.1296,0,0,0.3796902443
31.86728114,-85.01773177,5,530,0.9433962264
35.02201976,-90.74828138,105,8441,1.243781095
39.56453592,-77.02373735,0,0,1.674254663
31.29872538,-95.9936328,95,4217,2.252786341
-13.191068,-72.153609,0,0,3.621731767
40.10603347,-106.1178042,30,4014,0.7471980075
36.17470125,-82.84691273,0,0,1.526689063
51.209227,5.93387,0,0,0.3917041703
31.82588896,-81.49251135,163,15363,1.060921635
41.03064984,-92.40954728,0,0,2.150327436
15.1794,39.7823,103,10189,1.010894101
30.62888673,-90.40664996,0,0,1.516611601
38.4808095,-101.8061079,6,390,1.538461538
17.0608,-61.7964,146,9106,1.603338458
52.550383,5.515162,0,0,0.1746639895
44.41149315,8.9326992,0,0,0.8836215152
41.32467367,-86.26185087,0,0,1.501895596
40.13141096,-96.23705437,8,492,1.622718053
46.97847375,-100.4645214,0,0,0.749647443
1.373333,32.290275,0,0,2.135482543
36.46824103,-86.45917204,0,0,1.24362895
40.5244942,-98.50117804,90,7441,1.20951485
42.03657094,-93.9313999,67,6424,1.042963885
40.44003782,-118.4005641,32,2375,1.347368421
30.06971951,-89.92660315,0,0,1.071415644
-26.5225,31.4659,0,0,1.92073912
51.937835,4.462114,0,0,0.2948244101
36.21990035,-83.26586179,0,0,1.61242666
45.51229767,-69.95995554,121,12417,0.9743920116
50.4496,5.8492,0,0,0.0
47.32557075,-95.80921485,18,2109,0.853485064
60.3886,-162.8905196,10,1292,0.773993808
35.11833364,-77.08398081,0,0,0.7919644582
32.05457447,-93.74130302,141,9422,1.496338746
40.81665618,-79.46290811,0,0,2.111580351
43.04183996,-108.6296893,0,0,1.219805312
31.76095874,-83.22145359,123,4908,2.505601956
47.75003077,-123.5609704,34,4698,0.7235582039
34.37525597,-83.23159927,114,6038,1.888042398
37.47751843,-86.85368087,120,8836,1.358080579
40.12570935,-122.2370171,0,0,1.248218866
51.4332,7.6616,0,0,0.3842567367
41.21999357,-102.9941693,29,2294,1.264167393
39.59921777,-107.902708,103,17825,0.5778401122
37.92465657,-83.25558245,36,6519,0.5521472393
31.44506775,-104.5185739,14,543,2.573529412
41.53781826,-83.0940185,152,10714,1.41857386
43.4526575,-116.2415516,0,0,0.7064518377
36.81799745,-97.14421435,0,0,1.508196721
31.91282117,-89.91716179,159,8374,1.898734177
53.1355,-57.6604,0,0,0.5341840709
10.450898,76.405749,0,0,1.047949768
45.0732745,7.680687483,0,0,0.8104405297
38.51092331,-76.98580666,0,0,1.052603528
34.59905577,-79.67561152,114,9620,1.184908014
40.0509304,-86.46841646,0,0,1.161365626
36.1173546,-90.55832668,189,19110,0.989010989
38.02974928,-81.08286634,0,0,1.363080685
32.85044126,-86.7173256,0,0,1.701189257
32.82487866,-79.96512315,0,0,0.7425431363
35.86251946,-92.15684085,77,3594,2.1418637
35.20413532,-97.32519562,0,0,0.9022432768
30.77090935,-89.58677275,0,0,1.641031506
32.07996777,-84.83208037,36,3130,1.150159744
44.99690221,-85.15503082,76,5201,1.46125745
41.80938602,-78.56478358,168,9608,1.748360912
36.12859861,-80.25459052,0,0,0.7764900662
35.01888303,-79.23651674,137,18789,0.7291112294
48.36435097,-106.6669635,41,2087,1.964542405
46.18894415,-117.2022851,84,5508,1.525054466
28.51367621,-81.31799498,0,0,0.6850943355
30.84425359,-91.04976723,179,8149,2.196588538
36.9711783,-93.18537118,0,0,1.146621127
25.5922,-99.9962,0,0,3.800403002
37.201606,-106.1917488,58,2272,2.551693797
48.54265777,-115.4046155,95,5556,1.709555516
39.78443827,-99.90286639,39,2430,1.604278075
43.67741105,-103.4534521,28,2440,1.147070873
36.73355174,-83.67766671,169,10809,1.563367253
18.266461,-65.979705,0,0,0.0
5.2528,-76.826,0,0,2.274896596
37.23104908,-121.6970462,0,0,0.5362613854
44.02238415,-92.86244324,24,6607,0.3632510973
40.43238737,-95.42970639,24,1794,1.337792642
-33.4376,-70.6505,0,0,1.595105824
36.90579348,-76.70842863,125,8933,1.399305944
47.1625,19.5033,0,0,2.218622245
43.93522482,-110.5890801,16,12035,0.1329455754
37.47119609,-89.25548938,67,6699,1.000149276
30.31120597,-96.97045773,63,5123,1.229508197
43.20405458,-94.20691791,96,4300,2.232039061
35.51123746,-86.45549096,0,0,1.400703187
34.69847452,-87.80168544,0,0,1.346455151
33.2721566,-82.99766919,91,1902,4.784437434
18.431446,-66.213553,0,0,0.0
15.552727,48.516388,0,0,18.07450816
36.65460667,-90.85990261,67,3126,2.142628718
39.86064913,-88.96342505,0,0,0.9316058747
47.60766714,-101.3182418,49,3117,1.572024382
37.521819,138.918647,0,0,0.07094899887
40.26186809,-96.68946704,55,4303,1.277881041
37.41391284,-88.56152109,9,1242,0.7240547064
46.6720582,-88.36363591,58,2546,2.27718885
35.10403332,-103.5481727,70,2511,2.786624204
33.96044201,-84.02137802,0,0,0.820470032
38.9947249,-80.49988181,95,6854,1.38605194
34.65973764,-98.47195055,0,0,1.103527627
44.33481032,-84.12725175,117,5005,2.337195366
42.97272268,-105.5081848,57,3651,1.561216105
33.44626922,-94.41834132,0,0,1.863971502
45.99712889,-123.660711,61,6130,0.9949437286
36.75700531,-84.14541217,0,0,1.377706209
38.03699437,-93.77631447,43,2546,1.688923802
32.00979311,-81.44002948,109,10842,1.005256848
43.64124435,-86.26726673,103,7581,1.358659807
41.68330137,-95.81558439,101,3789,2.664907652
33.70291126,-84.77026156,0,0,1.068698688
47.64270764,-91.44557998,33,2595,1.271186441
53.1655415,44.7879181,0,0,2.789483885
33.03349196,-85.02812115,0,0,2.260471703
44.29299053,-101.539099,12,512,2.339181287
46.33478338,-104.4183565,12,786,1.524777637
45.75870838,-97.59855639,15,921,1.626898048
40.38996525,-83.76784341,179,12560,1.425140112
36.1408,-5.3536,110,20274,0.542540074
33.21498827,-109.2405279,39,2681,1.454681089
41.02868181,-93.78499767,42,2639,1.590909091
39.52817427,-91.51838643,30,2896,1.035911602
44.35291112,-94.24710352,73,9664,0.7553026384
31.39457611,-94.17000399,46,1209,3.804797353
38.91735806,-101.148475,14,1008,1.387512389
42.60302282,-83.91297209,0,0,0.9131937099
43.92456975,-90.11120239,75,9254,0.8103727715
33.60519951,-99.7422906,25,609,4.098360656
30.04848048,-83.60445406,114,7884,1.445966514
30.49273808,-96.62158484,68,5927,1.147292053
30.23766008,-84.8829258,31,2912,1.064194988
38.01519732,-87.0079644,62,5927,1.045883941
44.11324419,-89.24317107,92,7549,1.218704464
40.74717633,-87.82466784,130,8682,1.497178395
46.86048047,-105.379384,4,290,1.374570447
36.3791334,-97.78265517,0,0,1.75806726
36.637464,137.269346,0,0,0.124405805
40.41040752,-91.73661677,46,1877,2.449414271
42.6794956,-89.60243287,60,11387,0.5269166593
30.04412971,-82.37497443,123,4966,2.47634387
37.38489388,-89.6843587,0,0,1.160659743
36.53157855,-86.00778595,158,10112,1.5625
34.75225169,-83.06742317,0,0,1.303675592
38.41353228,-88.05720863,29,2096,1.383587786
18.4207,-64.64,64,7304,0.8761122519
32.21128872,-95.85846587,0,0,2.420825734
44.71571812,-100.1278092,3,262,1.140684411
45.1,15.2,0,0,1.395194383
43.6746384,-97.78715148,6,730,0.8219178082
41.21842119,-91.26102611,66,2913,2.265705458
35.26205537,-92.70506566,77,6348,1.212789416
37.89090059,-90.1949941,41,4697,0.8727117923
31.60213036,-83.27501387,55,2146,2.56171402
37.10466131,-84.57629079,0,0,1.499976923
40.2627981,-103.8093302,145,6816,2.127035353
40.66015414,-83.65929931,167,8562,1.95047886
-24.3768,-128.3242,0,0,0.0
44.33853602,-85.57712739,124,8563,1.447921532
-11.6455,43.3333,161,8982,1.792274296
46.6354,32.6169,0,0,2.675370986
41.65498705,-105.7235415,54,11424,0.4726890756
34.317451,135.871644,0,0,0.2205444918
42.92655373,-82.67937954,0,0,1.849615586
31.7917,-7.0926,0,0,1.281337529
37.59645942,-83.71513901,59,3406,1.731728794
44.68512729,-85.09085699,69,4440,1.554054054
41.39672484,-85.41966713,170,15521,1.095247409
40.3137798,-79.46615476,0,0,1.560181369
-13.023888,-75.00277,0,0,4.298242689
54.2361,-4.5481,116,38007,0.3051989055
35.17468549,-88.5647812,141,9310,1.514500537
39.86064362,-80.66591062,166,11067,1.499819299
38.29980057,-88.9240025,181,13275,1.36346516
44.02193107,-97.12926365,28,2593,1.079830312
46.98299757,-118.5601734,45,5571,0.807609476
48.8149387,-103.4873611,4,572,0.6993006993
36.44667547,-76.69749701,21,2325,0.9028374893
32.608154,130.745231,0,0,0.1972990885
48.76684761,-116.4630179,69,2388,2.889447236
8.538,-80.7821,0,0,0.835897076
66.941626,129.642371,0,0,0.9859226274
37.22554789,-78.43597949,84,6450,1.302325581
18.08282,-66.943758,0,0,0.0
39.37199394,-75.10712559,0,0,1.306510578
38.42424062,-82.23855912,0,0,1.288520454
32.17201038,-82.53527476,56,2282,2.45398773
30.71780434,-99.22629416,13,1016,1.279527559
-22.9068,-43.1729,0,0,2.828309555
31.0382857,-83.06472457,30,2647,1.133358519
35.88494195,-94.65859267,78,9530,0.8183821215
47.6048407,-92.46879855,0,0,1.014301653
33.75943,76.612638,0,0,0.9980664418
36.23103603,-81.70033724,78,14681,0.5312989578
31.27590016,-83.2252992,95,5746,1.653036367
43.14638895,-77.69322942,0,0,0.9637004396
64.90320724,-164.0353804,7,6965,0.100488085
41.45986947,-87.06848888,0,0,1.306269226
37.1911452,-99.27113247,18,544,3.308823529
35.33788927,-82.4766782,0,0,1.139592245
38.2365018,-95.73379515,47,2789,1.684587814
34.6815935,-91.20540287,38,2292,1.657940663
52.6367,9.8451,0,0,0.3294732912
37.20553386,-79.09678609,0,0,1.368495243
44.27343241,-72.61604978,67,14067,0.4762581746
38.93416837,-83.86788395,196,13785,1.421800948
64.2823,-135.0,32,4989,0.6414111044
38.36176608,-82.68652187,0,0,0.9304244202
38.68827511,-96.65128437,31,1743,1.777522936
40.33163494,-84.20258189,199,13082,1.521174132
42.45911325,-124.157282,67,4499,1.488888889
40.87272618,-97.59710186,32,4547,0.7036059807
45.87325839,-120.7913598,59,4268,1.382380506
36.28590426,-83.83651902,82,6820,1.20216977
12.1784,-68.2385,39,11715,0.3328781154
33.14875072,-95.56351139,189,8518,2.218830711
45.70677897,-89.51944105,148,10711,1.381628081
48.14713305,-122.5216407,111,13413,0.8275553567
42.66090111,-83.38595416,0,0,1.165766278
44.1664747,-70.20380627,0,0,1.163086541
35.84006574,-101.3546643,146,7503,1.945888311
42.73545875,-95.15100162,65,6851,0.9487666034
35.28814273,-83.14093385,107,11793,0.9073179004
35.21675201,-87.39787695,0,0,1.358061621
31.72321584,-93.09816516,184,12669,1.452364038
38.08706198,-88.17657461,54,5322,1.014465527
40.63947052,15.80514834,0,0,0.5146714452
32.64048341,-87.29770589,49,2586,1.894818252
26.925425,80.560982,0,0,1.110504424
39.44007257,-92.4971374,110,7038,1.562721978
42.9896,-2.6189,0,0,0.9611625261
37.10459774,-85.28129668,114,7527,1.51434644
33.70375665,-94.23468591,108,3831,2.818371608
38.21267844,-94.84254089,35,3395,1.030927835
37.71714806,-77.90381514,62,5559,1.115107914
42.38382428,-93.70197703,86,3937,2.18384967
32.80904227,-83.70489165,0,0,1.852648744
20.7099,-89.0943,0,0,4.91516579
39.50984542,-80.24244659,200,19834,1.008318629
48.04615983,-121.7170703,0,0,0.6943508493
47.1878186,47.608851,0,0,2.342061466
41.424119,-81.65918339,0,0,1.189070794
28.79780988,-96.96813006,0,0,1.876604408
33.35334302,-84.76129976,0,0,1.295311024
34.86319296,-104.790669,18,1340,1.343283582
45.9432,24.9668,0,0,2.035213468
46.2918004,-123.4250831,10,632,1.579778831
40.40423981,-91.16313899,51,5239,0.9734682191
58.2843833,32.5169757,0,0,0.9175648121
57.5358729,28.8586826,0,0,1.556321364
30.69143028,-86.59267105,0,0,1.231469787
6.877,31.307,138,18368,0.7513066202
53.217922,6.741514,0,0,0.1398643924
42.92015988,-72.25311043,131,18573,0.705324934
53.5511,9.9937,0,0,0.4265362449
33.44834567,-89.91994479,58,3000,1.933333333
35.976844,-94.21800746,0,0,0.8729938777
64.80726247,-146.5692662,166,33106,0.5014196822
32.30468633,-102.6376548,73,4923,1.482835669
37.19474156,-107.0476867,22,3492,0.6298310908
37.40481169,-81.11023142,0,0,1.252922751
34.226046,-89.03636807,156,12391,1.258876695
39.69116283,-83.89032084,0,0,1.141702987
29.08101855,-97.3568117,108,7194,1.501042391
40.82907273,-85.48822092,172,13958,1.23225481
41.68576082,-93.05567785,122,10243,1.190941039
34.39007791,-79.37741872,151,11445,1.319353429
32.04785085,-82.05539188,144,5672,2.538339503
27.73103938,-98.0904705,0,0,1.62022035
43.98794227,-84.8481986,178,8012,2.221390241
31.62257767,-89.168969,0,0,1.209378535
37.93899289,-118.8872409,8,3566,0.2243409983
32.00043026,-81.12489526,0,0,1.302228142
35.222576,-95.11513306,42,3260,1.288343558
38.84112637,-86.48361629,0,0,1.995012469
30.83568832,-83.27056716,0,0,1.190608041
49.6048339,44.2903582,0,0,2.611711896
47.12521214,-120.679439,90,10218,0.8807985907
46.40862701,-89.69377193,77,4227,1.8216229
42.2689144,-77.3829924,0,0,1.090836174
33.93911,67.709953,0,0,3.779216715
32.36616021,-81.34280942,0,0,1.318502781
40.92058903,-77.82200624,0,0,0.8939766869
43.96974651,-89.76782777,70,5733,1.221001221
39.26255932,-121.3535644,132,21456,0.6151838561
41.91358968,-100.5556632,1,111,0.8928571429
40.1247415,-95.71755036,32,2122,1.50801131
21.264705,82.035366,0,0,1.201094621
38.11624059,-83.09771563,22,3397,0.6474396704
48.36876964,-97.72574783,34,3986,0.8527715074
40.17642064,-99.91247454,17,1250,1.35891287
39.45690571,-81.49121382,0,0,1.604740977
43.72592209,-113.1735463,12,546,2.193784278
43.0012336,-114.1358773,15,1281,1.170960187
38.861,71.2761,125,17786,0.702799955
44.11630765,-73.77297842,74,7494,0.9873248833
45.77568046,-122.4829204,0,0,0.9037813485
34.07945812,-99.24178437,90,4112,2.188715953
-4.0383,21.7587,0,0,1.536149958
32.427908,53.688046,0,0,1.913578198
30.71101099,-82.89687287,12,1043,1.150527325
37.38002939,-81.65083669,85,7228,1.175982291
44.41464384,-98.27858469,64,5459,1.172375893
41.01631101,-80.77287029,0,0,1.769965423
35.93099927,-80.54496571,123,14348,0.8572623362
40.1571798,-90.61114163,17,2429,0.6995884774
32.85504247,-87.95684022,53,2218,2.388463272
38.4181765,-92.88791859,121,4841,2.498967369
22.1565,-100.9855,0,0,3.096631641
39.98815591,-91.18786813,0,0,0.8318739054
53.0793,8.8017,0,0,0.3120521783
30.16548905,-84.39895211,141,11759,1.198979592
18.03174,-66.012242,0,0,0.0
33.79216944,-84.46319413,0,0,0.9634995429
33.54338026,-81.63645384,0,0,0.8872290395
41.19265812,-79.42413524,0,0,2.235500155
26.15184651,-80.48725556,0,0,0.8662946923
40.69923009,-123.876044,163,28405,0.5738426333
44.04200959,-75.94653457,155,26308,0.5891743956
55.32222414,-161.9722021,5,1321,0.3785011355
33.2830945,-83.9543504,177,7533,2.349661489
33.38570922,-95.66921122,27,2032,1.328086572
41.33521503,-92.64083907,93,5696,1.632724719
51.47936,3.861559,0,0,0.223512143
40.50716185,-89.51404662,0,0,1.120962215
3.8126,103.3256,0,0,0.564070517
41.20596782,-90.74290052,51,4855,1.050247117
32.56934316,-83.82937,148,7725,1.91560963
32.61348406,-105.7417604,0,0,1.322265046
-0.5228,166.9315,1,4620,0.02164033759
39.37091679,-81.16771771,38,2484,1.52979066
1.4854,103.7618,0,0,1.1805868
38.35799465,-79.56124594,6,482,1.244813278
41.91528587,-101.740701,6,107,5.555555556
18.224687,-66.221622,0,0,0.0
32.60154883,-85.35132246,0,0,0.7912527444
37.28632032,-107.8429014,95,15652,0.6069511883
63.4276,17.7292,0,0,1.250860289
45.9459309,-93.29275192,60,4217,1.422475107
32.10030533,-85.71265535,54,2926,1.845522898
41.02903567,-94.69932645,14,925,1.51187905
36.62869595,-94.34867205,78,6100,1.278478938
39.01914254,-82.6181856,148,11487,1.288343558
41.71711774,-103.0061405,36,1301,2.767102229
42.77461496,-92.31795937,86,6301,1.36486272
40.33110236,-111.1691419,38,12084,0.3144393877
35.51202821,-93.89299569,80,4424,1.807909605
40.44862644,-113.1295715,113,24774,0.4561233551
30.733839,76.768278,0,0,1.18869083
32.74613808,-100.9162664,107,5909,1.810797089
63.67264044,-150.0076108,2,1800,0.1111111111
63.5589686,43.1221646,0,0,0.6585620415
38.39791089,-85.448222,160,22686,0.7052807899
38.88133511,-105.1614893,64,5864,1.091405184
33.12351514,-96.08551032,0,0,1.940337224
-51.7963,-59.5236,0,0,0.0
34.31440473,-96.66011537,57,3774,1.510333863
63.9881421,54.3326073,0,0,1.690336925
40.1824,116.4142,20,28860,0.0693000693
29.86803617,-91.75871777,0,0,1.155381871
37.05580291,-122.0066524,0,0,0.3917894558
31.86904128,-102.0315682,0,0,1.083930203
18.147987,-65.976392,0,0,0.0
41.23255967,-77.63785995,140,10907,1.28346168
48.04754642,-123.9226319,196,15507,1.263945315
55.7504461,37.6174943,0,0,1.438691488
33.47386518,-88.4419153,0,0,1.205807167
40.86095313,-74.5455371,0,0,1.031813738
37.76430935,-88.22953869,20,1809,1.105583195
13.6999972,72.1833326,52,11414,0.4555409549
40.85082525,-101.6502942,13,567,2.292768959
35.85751555,-103.8220938,4,100,3.96039604
41.89027881,-74.26252104,0,0,0.9697171857
41.5912,1.5209,0,0,0.7813919408
43.67394126,-92.08980382,31,5750,0.5390366893
34.91369188,-83.7410746,124,2989,4.147157191
50.6521,9.1624,0,0,0.4173689843
-11.766533,-76.604498,0,0,4.586788434
35.86631386,-106.3134985,23,4551,0.5053834322
46.02408726,-121.9164403,17,1776,0.9572072072
29.83321503,-99.82018052,25,990,2.525252525
48.5079,32.2623,0,0,3.858855864
34.1526,77.5771,0,0,0.7853670146
33.95273467,-97.23906784,45,3814,1.179554391
2.9264,101.6964,31,32183,0.09632115337
38.59678594,-119.8223594,0,0,0.0
42.63492579,-75.03151402,105,12993,0.8080652609
43.00924485,-97.39467635,60,6792,0.8832621817
48.06642577,-96.0370814,43,4234,1.015588096
37.05350953,-88.70445755,0,0,1.304440195
44.31864893,-90.80566792,45,6767,0.6649918723
45.03437474,-92.45000068,160,30212,0.5295733625
40.85486962,-99.07500296,146,13655,1.069205419
46.2276,2.2137,0,0,0.4144839795
38.05852573,-79.73912095,20,1052,1.899335233
42.73270384,-93.26256925,48,2897,1.6563147
37.8865336,-95.74006277,17,1016,1.673228346
43.11363907,-74.41798804,183,16256,1.125668943
34.8386299,-79.4757978,147,12270,1.197946378
36.26723798,-76.25134778,134,10301,1.300844578
1.2833,103.8333,0,0,0.07763337909
34.48556989,-97.85141892,0,0,1.661794122
38.77875681,-90.66662425,0,0,0.8761303532
41.12559576,16.86736689,0,0,0.5909159919
33.22879932,-82.61297636,30,703,4.26742532
54.8573563,57.1439682,0,0,1.727387117
18.28885,-66.516475,0,0,0.0
-38.4161,-63.6167,0,0,1.306452816
38.63571781,-92.57976951,60,4289,1.398601399
17.982429,-66.919643,0,0,0.0
41.92734151,-83.53749864,0,0,1.099550472
33.89236763,-88.4808438,0,0,1.711765585
45.44447208,-93.77617511,193,31404,0.614551823
37.26420587,-77.39609676,110,6168,1.783109094
38.99871131,-96.7577178,89,11226,0.7927318073
37.60663134,-91.50790473,90,3891,2.312435766
7.54,-5.5471,0,0,0.9460027971
45.06939744,-91.28068855,0,0,0.9696245577
39.96995815,-83.01115755,0,0,0.7740431384
33.97042763,-92.65167437,39,2035,1.915520629
32.80291082,-83.17140684,65,2603,2.497118709
39.89381073,-83.40178317,144,11359,1.267605634
28.90705334,-97.85960149,75,6368,1.177578898
32.67435595,-83.43078662,73,1803,4.046563193
18.180117,-66.754367,0,0,0.0
-37.4464,-72.1416,0,0,0.9531252518
0.902,-52.003,0,0,1.185920074
36.6831435,-76.93859681,58,2628,2.207001522
32.89779518,-96.40771592,0,0,0.8840705966
33.80190085,-110.8132779,0,0,1.947959619
30.49856623,-100.5382014,14,911,1.536772777
29.70972016,-94.67154501,73,12396,0.588899645
38.40112197,-87.23574907,53,4361,1.215038973
18.011661,-67.040585,0,0,0.0
50.8503,4.3517,0,0,0.0
45.42335905,-107.492347,103,5680,1.813061081
39.53185661,-95.30870026,44,4969,0.8854900382
31.2477854,-86.45050893,0,0,2.255307902
42.60060306,-73.97723916,0,0,0.7713083675
32.69642758,-84.53351366,34,1349,2.518518519
36.36826212,-90.4148172,100,4967,2.012882448
35.83810081,-76.57299037,53,3766,1.406955137
36.76366949,-77.8593436,53,3920,1.352040816
33.20521901,-97.11691153,0,0,0.6503669502
35.84008013,-102.6029022,3,1491,0.2010723861
38.48015445,-85.70510334,0,0,1.069097742
45.51872811,-121.6552036,49,4563,1.073619632
40.87028216,-99.8201461,87,5732,1.517530089
8.6195,0.8248,0,0,0.7370882473
42.24819348,-73.63089095,164,13401,1.223789269
37.75215114,-122.4385672,0,0,0.5439951119
43.58010937,-72.58595157,64,11539,0.554592721
-10.1753,-48.2982,0,0,1.166755771
3.0738,101.5183,0,0,0.7084957374
39.87681124,-74.66927768,0,0,0.9887917376
43.67423373,-95.15398258,20,2600,0.7692307692
36.85372876,-88.9669222,23,1321,1.741105223
41.85070896,-103.7080986,151,10871,1.388888889
50.0547,5.4677,0,0,0.0
34.02824175,-89.7076205,63,4762,1.32269578
33.17969345,-101.2984114,30,1470,2.03942896
34.50487351,-84.87296253,0,0,1.539412037
34.93535801,-99.5605612,43,1541,2.788586252
41.41874274,-87.38277575,0,0,1.499582805
39.2796,-3.0977,0,0,1.322852855
40.60626947,-87.31093999,27,3120,0.8653513326
58.6124279,82.0475315,0,0,0.6038601667
42.91261714,-76.55731592,176,19959,0.8817635271
37.34062933,-75.87751591,74,2828,2.61669024
43.29662971,-71.6811573,0,0,0.7108280255
33.919178,134.242091,0,0,0.2142280009
31.19778499,-92.52997303,0,0,1.482042142
32.00760749,-91.32915234,13,1294,1.004636785
32.93690146,-86.24847739,62,3672,1.688453159
36.73090616,-98.32408495,17,1855,0.9164420485
18.418578,-66.860206,0,0,0.0
38.45106826,-121.3425374,0,0,0.904404427
36.4552395,-81.84886538,108,6046,1.786012352
18.230637,-65.753897,0,0,0.0
29.93543004,-85.2427099,87,4884,1.780962129
46.47227431,-85.54471223,20,1648,1.212856277
-25.2521,-52.0215,0,0,1.595841327
